date,merchant,amount,currency,category,account,recurring
2025-04-01T10:54:00,Costco,-41.03,USD,groceries,main_debit,False
2025-04-02T07:26:00,Blue Bottle,-3.46,USD,coffee,main_debit,False
2025-04-02T08:12:00,Aroma Kava,-2.99,USD,coffee,main_debit,False
2025-04-02T10:04:00,ATB,-32.23,USD,groceries,main_debit,False
2025-04-02T10:45:00,Rozetka,-57.2,USD,shopping,credit_card,False
2025-04-02T14:03:00,Spotify,-8.16,USD,entertainment,main_debit,False
2025-04-03T07:53:00,Blue Bottle,-2.09,USD,coffee,main_debit,False
2025-04-03T09:49:00,Blue Bottle,-2.29,USD,coffee,main_debit,False
2025-04-03T11:49:00,Uber Eats,-5.87,USD,delivery,main_debit,False
2025-04-03T13:41:00,Glovo,-15.08,USD,delivery,main_debit,False
2025-04-03T18:40:00,Costco,-43.26,USD,groceries,main_debit,False
2025-04-03T20:43:00,Pizza Celentano,-18.04,USD,restaurants,main_debit,False
2025-04-04T08:18:00,Metro Pass,-3.02,USD,transport,main_debit,False
2025-04-04T08:27:00,Blue Bottle,-3.12,USD,coffee,main_debit,False
2025-04-05T09:21:00,Lviv Croissants,-6.29,USD,coffee,main_debit,False
2025-04-05T11:02:00,iCloud,-15.55,USD,subscriptions,main_debit,True
2025-04-05T20:32:00,Uber Eats,-12.12,USD,delivery,main_debit,False
2025-04-06T19:39:00,Sportlife,-7.79,USD,subscriptions,main_debit,True
2025-04-06T23:39:00,Uber Eats,-10.96,USD,delivery,main_debit,False
2025-04-07T09:08:00,Puzata Hata,-22.7,USD,restaurants,main_debit,False
2025-04-07T17:18:00,Sushi Master,-26.02,USD,restaurants,main_debit,False
2025-04-07T20:10:00,Metro Pass,-4.83,USD,transport,main_debit,False
2025-04-08T09:01:00,Murakami,-22.04,USD,restaurants,main_debit,False
2025-04-08T16:33:00,Bolt Food,-11.26,USD,delivery,main_debit,False
2025-04-09T07:48:00,Lviv Croissants,-4.85,USD,coffee,main_debit,False
2025-04-09T15:15:00,Uber,-3.26,USD,transport,main_debit,False
2025-04-09T20:16:00,Sushi Master,-27.14,USD,restaurants,main_debit,False
2025-04-09T23:26:00,Uber Eats,-8.85,USD,delivery,main_debit,False
2025-04-10T08:55:00,Aroma Kava,-4.06,USD,coffee,main_debit,False
2025-04-10T15:52:00,Pharmacy,-14.55,USD,health,main_debit,False
2025-04-10T16:00:00,Bolt,-6.08,USD,transport,main_debit,False
2025-04-11T07:31:00,Blue Bottle,-7.75,USD,coffee,main_debit,False
2025-04-11T11:29:00,Bolt,-4.64,USD,transport,main_debit,False
2025-04-11T22:39:00,Rozetka,-98.89,USD,shopping,credit_card,False
2025-04-12T07:22:00,Aroma Kava,-7.37,USD,coffee,main_debit,False
2025-04-12T09:24:00,YouTube Premium,-14.06,USD,entertainment,main_debit,False
2025-04-12T09:26:00,Doctor Visit,-33.99,USD,health,main_debit,False
2025-04-12T09:40:00,Aroma Kava,-6.61,USD,coffee,main_debit,False
2025-04-12T19:43:00,ATB,-78.11,USD,groceries,main_debit,False
2025-04-12T19:55:00,Novus,-71.21,USD,groceries,main_debit,False
2025-04-13T07:40:00,Blue Bottle,-5.13,USD,coffee,main_debit,False
2025-04-13T08:38:00,ATB,-66.07,USD,groceries,main_debit,False
2025-04-13T13:32:00,Bolt,-5.75,USD,transport,main_debit,False
2025-04-13T13:35:00,Spotify,-22.67,USD,entertainment,main_debit,False
2025-04-14T19:03:00,Glovo,-12.69,USD,delivery,main_debit,False
2025-04-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-04-15T10:57:00,Sushi Master,-29.06,USD,restaurants,main_debit,False
2025-04-15T18:22:00,Glovo,-13.52,USD,delivery,main_debit,False
2025-04-16T08:05:00,Metro Pass,-3.72,USD,transport,main_debit,False
2025-04-16T16:24:00,Puzata Hata,-31.93,USD,restaurants,main_debit,False
2025-04-16T22:52:00,Uber Eats,-15.52,USD,delivery,main_debit,False
2025-04-17T08:04:00,Aroma Kava,-2.52,USD,coffee,main_debit,False
2025-04-17T08:52:00,Blue Bottle,-4.15,USD,coffee,main_debit,False
2025-04-17T15:09:00,H&M,-34.28,USD,shopping,main_debit,False
2025-04-17T15:15:00,Uber,-3.92,USD,transport,main_debit,False
2025-04-17T15:31:00,Uklon,-2.67,USD,transport,main_debit,False
2025-04-17T21:20:00,Uber Eats,-14.44,USD,delivery,main_debit,False
2025-04-18T13:42:00,Internet,-28.88,USD,utilities,main_debit,False
2025-04-18T23:08:00,Uber Eats,-6.3,USD,delivery,main_debit,False
2025-04-19T08:18:00,Metro Pass,-4.91,USD,transport,main_debit,False
2025-04-19T08:37:00,Sportlife,-16.19,USD,subscriptions,main_debit,True
2025-04-19T09:42:00,Aroma Kava,-7.49,USD,coffee,main_debit,False
2025-04-20T09:32:00,Lviv Croissants,-8.57,USD,coffee,main_debit,False
2025-04-20T10:44:00,Costco,-81.04,USD,groceries,main_debit,False
2025-04-20T12:40:00,Silpo,-38.61,USD,groceries,main_debit,False
2025-04-20T18:43:00,Metro Pass,-4.31,USD,transport,main_debit,False
2025-04-21T07:51:00,Lviv Croissants,-2.0,USD,coffee,main_debit,False
2025-04-21T20:49:00,iCloud,-12.0,USD,subscriptions,main_debit,True
2025-04-22T12:19:00,Costco,-40.0,USD,groceries,main_debit,False
2025-04-23T07:18:00,Blue Bottle,-5.3,USD,coffee,main_debit,False
2025-04-23T09:12:00,Netflix,-10.63,USD,subscriptions,main_debit,True
2025-04-23T10:33:00,Electric Bill,-21.06,USD,utilities,main_debit,False
2025-04-24T08:57:00,Blue Bottle,-3.17,USD,coffee,main_debit,False
2025-04-25T09:47:00,Starbucks,-2.53,USD,coffee,main_debit,False
2025-04-25T17:58:00,Internet,-15.07,USD,utilities,main_debit,False
2025-04-25T18:23:00,Novus,-22.76,USD,groceries,main_debit,False
2025-04-26T07:20:00,Starbucks,-7.29,USD,coffee,main_debit,False
2025-04-26T09:00:00,Credit Card Payment,-50,USD,credit_payment,main_debit,True
2025-04-27T08:44:00,Blue Bottle,-6.04,USD,coffee,main_debit,False
2025-04-27T15:45:00,Doctor Visit,-20.9,USD,health,main_debit,False
2025-04-27T18:39:00,Netflix,-16.35,USD,entertainment,credit_card,False
2025-04-28T09:21:00,Starbucks,-2.42,USD,coffee,main_debit,False
2025-04-28T17:26:00,Uber,-5.31,USD,transport,main_debit,False
2025-04-28T19:20:00,Uklon,-5.64,USD,transport,main_debit,False
2025-04-28T21:47:00,Kyivstar,-27.54,USD,utilities,main_debit,False
2025-04-28T22:10:00,Uklon,-3.68,USD,transport,main_debit,False
2025-04-28T23:35:00,Bolt Food,-6.93,USD,delivery,main_debit,False
2025-04-29T19:11:00,Glovo,-15.93,USD,delivery,main_debit,False
2025-04-29T22:45:00,Uber Eats,-11.63,USD,delivery,main_debit,False
2025-04-29T23:02:00,Glovo,-14.4,USD,delivery,main_debit,False
2025-04-30T17:46:00,Uklon,-3.87,USD,transport,main_debit,False
2025-05-01T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-05-01T12:24:00,ATB,-21.91,USD,groceries,main_debit,False
2025-05-02T10:32:00,Uklon,-3.62,USD,transport,main_debit,False
2025-05-02T13:41:00,Metro Pass,-4.42,USD,transport,main_debit,False
2025-05-02T18:07:00,Costco,-40.14,USD,groceries,main_debit,False
2025-05-03T09:11:00,ATB,-44.72,USD,groceries,main_debit,False
2025-05-03T18:29:00,Glovo,-24.59,USD,delivery,main_debit,False
2025-05-04T07:00:00,Lviv Croissants,-5.16,USD,coffee,main_debit,False
2025-05-05T07:39:00,Lviv Croissants,-3.14,USD,coffee,main_debit,False
2025-05-05T08:16:00,iCloud,-12.13,USD,subscriptions,main_debit,True
2025-05-05T22:53:00,Glovo,-12.56,USD,delivery,main_debit,False
2025-05-06T17:54:00,Costco,-19.56,USD,groceries,main_debit,False
2025-05-06T19:50:00,Water Bill,-34.52,USD,utilities,main_debit,False
2025-05-06T20:34:00,Metro Pass,-12.37,USD,transport,main_debit,False
2025-05-07T07:52:00,Starbucks,-4.84,USD,coffee,main_debit,False
2025-05-07T13:41:00,Cinema City,-18.84,USD,entertainment,credit_card,False
2025-05-07T20:48:00,H&M,-19.66,USD,shopping,main_debit,False
2025-05-07T22:02:00,Uber Eats,-13.33,USD,delivery,main_debit,False
2025-05-08T07:42:00,Lviv Croissants,-4.04,USD,coffee,main_debit,False
2025-05-08T12:56:00,Uber,-7.24,USD,transport,main_debit,False
2025-05-08T15:35:00,Water Bill,-15.98,USD,utilities,main_debit,False
2025-05-08T21:58:00,Uklon,-3.21,USD,transport,main_debit,False
2025-05-09T20:52:00,Internet,-16.76,USD,utilities,main_debit,False
2025-05-10T07:22:00,Blue Bottle,-8.11,USD,coffee,main_debit,False
2025-05-10T09:34:00,Blue Bottle,-5.31,USD,coffee,main_debit,False
2025-05-10T09:34:00,Blue Bottle,-7.42,USD,coffee,main_debit,False
2025-05-10T13:46:00,Uber Eats,-18.12,USD,delivery,main_debit,False
2025-05-10T16:37:00,Uber,-10.52,USD,transport,main_debit,False
2025-05-10T17:00:00,Novus,-63.17,USD,groceries,main_debit,False
2025-05-10T18:32:00,Novus,-64.02,USD,groceries,main_debit,False
2025-05-11T07:58:00,Aroma Kava,-7.37,USD,coffee,main_debit,False
2025-05-12T13:26:00,Netflix,-12.87,USD,subscriptions,main_debit,True
2025-05-14T08:45:00,Blue Bottle,-3.2,USD,coffee,main_debit,False
2025-05-14T09:59:00,Blue Bottle,-5.91,USD,coffee,main_debit,False
2025-05-14T10:19:00,Metro Pass,-8.21,USD,transport,main_debit,False
2025-05-14T19:35:00,Sushi Master,-34.34,USD,restaurants,main_debit,False
2025-05-14T20:56:00,Glovo,-31.55,USD,delivery,main_debit,False
2025-05-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-05-15T20:17:00,Novus,-39.48,USD,groceries,main_debit,False
2025-05-16T09:12:00,Starbucks,-6.08,USD,coffee,main_debit,False
2025-05-16T11:55:00,Amazon,-21.88,USD,shopping,main_debit,False
2025-05-16T13:59:00,ATB,-24.18,USD,groceries,main_debit,False
2025-05-17T22:43:00,Bolt Food,-10.44,USD,delivery,main_debit,False
2025-05-18T12:30:00,Glovo,-21.9,USD,delivery,main_debit,False
2025-05-18T22:09:00,Bolt Food,-12.6,USD,delivery,main_debit,False
2025-05-19T09:06:00,Starbucks,-5.88,USD,coffee,main_debit,False
2025-05-19T17:49:00,Uklon,-6.6,USD,transport,main_debit,False
2025-05-19T21:14:00,ChatGPT Plus,-8.99,USD,subscriptions,main_debit,True
2025-05-19T22:44:00,Glovo,-6.92,USD,delivery,main_debit,False
2025-05-20T19:13:00,Sportlife,-19.57,USD,health,main_debit,False
2025-05-21T07:03:00,Aroma Kava,-5.98,USD,coffee,main_debit,False
2025-05-21T08:47:00,Blue Bottle,-5.61,USD,coffee,main_debit,False
2025-05-21T09:14:00,Aroma Kava,-4.94,USD,coffee,main_debit,False
2025-05-21T13:44:00,ATB,-34.09,USD,groceries,main_debit,False
2025-05-21T18:27:00,Metro Pass,-5.43,USD,transport,main_debit,False
2025-05-22T16:14:00,Metro Pass,-3.3,USD,transport,main_debit,False
2025-05-22T17:38:00,Zara,-34.86,USD,shopping,credit_card,False
2025-05-22T21:08:00,Uber Eats,-8.0,USD,delivery,main_debit,False
2025-05-24T15:47:00,Glovo,-17.14,USD,delivery,main_debit,False
2025-05-24T21:20:00,Spotify,-11.9,USD,subscriptions,main_debit,True
2025-05-25T15:34:00,Doctor Visit,-36.14,USD,health,main_debit,False
2025-05-25T18:52:00,Murakami,-43.22,USD,restaurants,main_debit,False
2025-05-25T20:38:00,Puzata Hata,-53.76,USD,restaurants,main_debit,False
2025-05-25T23:34:00,Bolt Food,-9.94,USD,delivery,main_debit,False
2025-05-26T08:11:00,Starbucks,-4.02,USD,coffee,main_debit,False
2025-05-26T15:58:00,Cinema City,-15.21,USD,entertainment,credit_card,False
2025-05-26T16:20:00,Metro Pass,-4.32,USD,transport,main_debit,False
2025-05-27T14:32:00,Novus,-21.15,USD,groceries,main_debit,False
2025-05-28T09:00:00,Credit Card Payment,-50,USD,credit_payment,main_debit,True
2025-05-28T23:25:00,Uber Eats,-10.19,USD,delivery,main_debit,False
2025-05-29T07:00:00,Starbucks,-4.35,USD,coffee,main_debit,False
2025-05-29T07:54:00,Blue Bottle,-8.72,USD,coffee,main_debit,False
2025-05-29T08:52:00,Starbucks,-4.24,USD,coffee,main_debit,False
2025-05-30T07:26:00,Lviv Croissants,-4.88,USD,coffee,main_debit,False
2025-05-30T07:53:00,Blue Bottle,-4.06,USD,coffee,main_debit,False
2025-05-30T09:44:00,Starbucks,-5.35,USD,coffee,main_debit,False
2025-05-30T11:35:00,Sportlife,-14.85,USD,health,main_debit,False
2025-05-30T17:37:00,ChatGPT Plus,-4.55,USD,subscriptions,main_debit,True
2025-05-31T07:18:00,Aroma Kava,-6.9,USD,coffee,main_debit,False
2025-05-31T10:29:00,Pizza Celentano,-77.17,USD,restaurants,main_debit,False
2025-05-31T11:59:00,Zara,-62.34,USD,shopping,credit_card,False
2025-05-31T16:08:00,YouTube Premium,-33.64,USD,entertainment,credit_card,False
2025-05-31T19:31:00,Internet,-39.02,USD,utilities,main_debit,False
2025-05-31T22:24:00,Glovo,-19.38,USD,delivery,main_debit,False
2025-06-01T09:43:00,Blue Bottle,-7.4,USD,coffee,main_debit,False
2025-06-01T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-06-01T16:24:00,Bolt Food,-23.8,USD,delivery,main_debit,False
2025-06-02T07:43:00,Starbucks,-1.86,USD,coffee,main_debit,False
2025-06-03T08:24:00,Blue Bottle,-2.11,USD,coffee,main_debit,False
2025-06-03T10:27:00,Costco,-37.96,USD,groceries,main_debit,False
2025-06-03T12:02:00,Bolt,-3.77,USD,transport,main_debit,False
2025-06-03T12:09:00,Costco,-29.79,USD,groceries,main_debit,False
2025-06-03T20:39:00,Novus,-39.5,USD,groceries,main_debit,False
2025-06-04T08:06:00,Uklon,-5.01,USD,transport,main_debit,False
2025-06-04T08:14:00,Aroma Kava,-6.64,USD,coffee,main_debit,False
2025-06-04T09:00:00,Novus,-34.27,USD,groceries,main_debit,False
2025-06-04T20:15:00,Uklon,-4.25,USD,transport,main_debit,False
2025-06-04T21:46:00,Uber,-7.12,USD,transport,main_debit,False
2025-06-05T10:20:00,Sportlife,-11.92,USD,subscriptions,main_debit,True
2025-06-06T15:40:00,iCloud,-6.23,USD,subscriptions,main_debit,True
2025-06-06T18:39:00,Bolt,-4.6,USD,transport,main_debit,False
2025-06-06T22:47:00,Spotify,-21.81,USD,entertainment,credit_card,False
2025-06-07T15:04:00,Bolt Food,-23.68,USD,delivery,main_debit,False
2025-06-08T16:35:00,Uber,-10.38,USD,transport,main_debit,False
2025-06-08T18:11:00,Cinema City,-20.74,USD,entertainment,credit_card,False
2025-06-09T08:05:00,Starbucks,-1.9,USD,coffee,main_debit,False
2025-06-10T14:24:00,Puzata Hata,-18.03,USD,restaurants,main_debit,False
2025-06-10T14:58:00,Bolt,-2.6,USD,transport,main_debit,False
2025-06-11T13:20:00,Bolt Food,-13.14,USD,delivery,main_debit,False
2025-06-11T20:12:00,Bolt Food,-13.34,USD,delivery,main_debit,False
2025-06-11T21:24:00,Puzata Hata,-25.95,USD,restaurants,main_debit,False
2025-06-11T22:23:00,Glovo,-8.23,USD,delivery,main_debit,False
2025-06-12T08:30:00,Bolt,-4.45,USD,transport,main_debit,False
2025-06-12T12:21:00,Metro Pass,-5.82,USD,transport,main_debit,False
2025-06-12T13:12:00,Amazon,-22.8,USD,shopping,main_debit,False
2025-06-12T15:06:00,Metro Pass,-5.3,USD,transport,main_debit,False
2025-06-13T08:36:00,Lviv Croissants,-4.36,USD,coffee,main_debit,False
2025-06-13T14:11:00,Costco,-40.16,USD,groceries,main_debit,False
2025-06-13T16:32:00,Internet,-41.6,USD,utilities,main_debit,False
2025-06-14T14:45:00,Internet,-44.4,USD,utilities,main_debit,False
2025-06-14T17:24:00,Sportlife,-11.29,USD,subscriptions,main_debit,True
2025-06-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-06-15T12:06:00,ATB,-37.9,USD,groceries,main_debit,False
2025-06-15T15:49:00,Uber,-9.63,USD,transport,main_debit,False
2025-06-15T21:08:00,Bolt Food,-11.53,USD,delivery,main_debit,False
2025-06-16T10:05:00,Kyivstar,-19.92,USD,utilities,main_debit,False
2025-06-17T07:15:00,Lviv Croissants,-3.39,USD,coffee,main_debit,False
2025-06-17T09:22:00,Aroma Kava,-1.71,USD,coffee,main_debit,False
2025-06-18T08:03:00,Aroma Kava,-3.74,USD,coffee,main_debit,False
2025-06-18T10:21:00,Cinema City,-22.36,USD,entertainment,main_debit,False
2025-06-18T10:31:00,YouTube Premium,-9.22,USD,subscriptions,main_debit,True
2025-06-18T16:32:00,Costco,-12.47,USD,groceries,main_debit,False
2025-06-19T07:36:00,Blue Bottle,-1.71,USD,coffee,main_debit,False
2025-06-19T07:48:00,Blue Bottle,-4.68,USD,coffee,main_debit,False
2025-06-19T09:43:00,Pharmacy,-16.65,USD,health,main_debit,False
2025-06-19T09:51:00,H&M,-14.56,USD,shopping,main_debit,False
2025-06-19T16:10:00,Sushi Master,-44.23,USD,restaurants,main_debit,False
2025-06-19T18:43:00,Metro Pass,-5.32,USD,transport,main_debit,False
2025-06-20T09:16:00,Starbucks,-4.43,USD,coffee,main_debit,False
2025-06-20T14:37:00,Amazon,-25.2,USD,shopping,credit_card,False
2025-06-20T21:08:00,Bolt Food,-11.43,USD,delivery,main_debit,False
2025-06-21T09:48:00,Aroma Kava,-2.85,USD,coffee,main_debit,False
2025-06-22T08:24:00,Lviv Croissants,-5.67,USD,coffee,main_debit,False
2025-06-22T16:40:00,Rozetka,-30.53,USD,shopping,credit_card,False
2025-06-22T22:42:00,Glovo,-55.68,USD,delivery,main_debit,False
2025-06-23T07:05:00,Blue Bottle,-1.88,USD,coffee,main_debit,False
2025-06-23T07:19:00,Aroma Kava,-1.82,USD,coffee,main_debit,False
2025-06-23T11:13:00,Zara,-23.26,USD,shopping,credit_card,False
2025-06-23T20:19:00,Doctor Visit,-31.87,USD,health,main_debit,False
2025-06-23T20:40:00,ATB,-40.89,USD,groceries,main_debit,False
2025-06-23T22:41:00,Spotify,-10.88,USD,subscriptions,main_debit,True
2025-06-24T08:34:00,Starbucks,-4.6,USD,coffee,main_debit,False
2025-06-24T14:20:00,Novus,-46.27,USD,groceries,main_debit,False
2025-06-24T19:28:00,Uklon,-6.85,USD,transport,main_debit,False
2025-06-24T22:35:00,Murakami,-33.37,USD,restaurants,main_debit,False
2025-06-24T22:36:00,Glovo,-14.04,USD,delivery,main_debit,False
2025-06-25T13:50:00,Metro Pass,-5.24,USD,transport,main_debit,False
2025-06-25T23:29:00,Uber Eats,-10.65,USD,delivery,main_debit,False
2025-06-26T07:06:00,Aroma Kava,-4.82,USD,coffee,main_debit,False
2025-06-26T09:00:00,Credit Card Payment,-855.983411432247,USD,credit_payment,main_debit,True
2025-06-26T09:46:00,Aroma Kava,-3.02,USD,coffee,main_debit,False
2025-06-26T11:33:00,Metro Pass,-6.36,USD,transport,main_debit,False
2025-06-26T11:45:00,Silpo,-52.96,USD,groceries,main_debit,False
2025-06-26T20:14:00,Water Bill,-24.89,USD,utilities,main_debit,False
2025-06-28T08:36:00,Aroma Kava,-3.18,USD,coffee,main_debit,False
2025-06-29T07:14:00,Lviv Croissants,-3.6,USD,coffee,main_debit,False
2025-06-29T09:02:00,Lviv Croissants,-5.72,USD,coffee,main_debit,False
2025-06-29T09:30:00,Starbucks,-5.21,USD,coffee,main_debit,False
2025-06-30T07:19:00,Lviv Croissants,-3.84,USD,coffee,main_debit,False
2025-06-30T08:01:00,Lviv Croissants,-4.75,USD,coffee,main_debit,False
2025-06-30T23:11:00,Uber Eats,-10.72,USD,delivery,main_debit,False
2025-07-01T08:44:00,Novus,-47.89,USD,groceries,main_debit,False
2025-07-01T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-07-01T11:30:00,Silpo,-21.12,USD,groceries,main_debit,False
2025-07-01T22:13:00,Glovo,-14.67,USD,delivery,main_debit,False
2025-07-02T14:04:00,Amazon,-82.76,USD,shopping,main_debit,False
2025-07-02T14:40:00,Novus,-42.91,USD,groceries,main_debit,False
2025-07-02T15:54:00,Uber,-8.84,USD,transport,main_debit,False
2025-07-02T21:55:00,Bolt,-3.34,USD,transport,main_debit,False
2025-07-03T13:42:00,ATB,-36.15,USD,groceries,main_debit,False
2025-07-03T18:23:00,Novus,-17.53,USD,groceries,main_debit,False
2025-07-03T19:00:00,Bolt Food,-9.96,USD,delivery,main_debit,False
2025-07-05T08:40:00,Blue Bottle,-7.3,USD,coffee,main_debit,False
2025-07-05T08:58:00,Aroma Kava,-6.66,USD,coffee,main_debit,False
2025-07-05T14:01:00,Spotify,-11.4,USD,subscriptions,main_debit,True
2025-07-05T16:43:00,Costco,-47.22,USD,groceries,main_debit,False
2025-07-06T07:52:00,Lviv Croissants,-5.83,USD,coffee,main_debit,False
2025-07-06T19:49:00,Uklon,-8.63,USD,transport,main_debit,False
2025-07-06T21:02:00,Cinema City,-19.7,USD,entertainment,main_debit,False
2025-07-07T08:52:00,Lviv Croissants,-5.21,USD,coffee,main_debit,False
2025-07-07T09:37:00,Starbucks,-4.04,USD,coffee,main_debit,False
2025-07-07T19:12:00,Uber Eats,-11.34,USD,delivery,main_debit,False
2025-07-08T07:45:00,Starbucks,-3.95,USD,coffee,main_debit,False
2025-07-08T13:15:00,YouTube Premium,-19.37,USD,entertainment,main_debit,False
2025-07-08T19:32:00,Bolt,-10.69,USD,transport,main_debit,False
2025-07-09T08:55:00,Aroma Kava,-2.99,USD,coffee,main_debit,False
2025-07-09T09:02:00,Electric Bill,-35.36,USD,utilities,main_debit,False
2025-07-09T09:08:00,Lviv Croissants,-5.65,USD,coffee,main_debit,False
2025-07-09T21:04:00,Netflix,-9.77,USD,entertainment,main_debit,False
2025-07-10T09:17:00,Aroma Kava,-2.91,USD,coffee,main_debit,False
2025-07-10T17:50:00,Sportlife,-41.07,USD,health,main_debit,False
2025-07-10T21:49:00,Bolt Food,-10.46,USD,delivery,main_debit,False
2025-07-11T09:36:00,Lviv Croissants,-0.1,USD,coffee,main_debit,False
2025-07-11T20:27:00,Uklon,-9.13,USD,transport,main_debit,False
2025-07-12T20:06:00,Bolt,-6.66,USD,transport,main_debit,False
2025-07-13T08:44:00,Starbucks,-4.1,USD,coffee,main_debit,False
2025-07-13T09:50:00,Aroma Kava,-5.29,USD,coffee,main_debit,False
2025-07-13T11:50:00,Glovo,-17.56,USD,delivery,main_debit,False
2025-07-14T11:44:00,ATB,-41.36,USD,groceries,main_debit,False
2025-07-14T18:05:00,Silpo,-45.89,USD,groceries,main_debit,False
2025-07-14T23:34:00,Uber Eats,-19.2,USD,delivery,main_debit,False
2025-07-15T07:49:00,Lviv Croissants,-4.85,USD,coffee,main_debit,False
2025-07-15T08:20:00,Aroma Kava,-3.51,USD,coffee,main_debit,False
2025-07-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-07-15T13:46:00,Murakami,-14.44,USD,restaurants,main_debit,False
2025-07-16T08:20:00,Starbucks,-2.02,USD,coffee,main_debit,False
2025-07-16T15:32:00,Uklon,-8.89,USD,transport,main_debit,False
2025-07-16T22:40:00,Uber Eats,-17.2,USD,delivery,main_debit,False
2025-07-17T09:16:00,Bolt,-4.56,USD,transport,main_debit,False
2025-07-17T16:50:00,Uklon,-8.16,USD,transport,main_debit,False
2025-07-17T17:00:00,Murakami,-10.69,USD,restaurants,main_debit,False
2025-07-18T13:40:00,ChatGPT Plus,-7.97,USD,subscriptions,main_debit,True
2025-07-18T22:49:00,Glovo,-9.97,USD,delivery,main_debit,False
2025-07-20T08:45:00,Starbucks,-6.17,USD,coffee,main_debit,False
2025-07-20T21:13:00,Puzata Hata,-17.81,USD,restaurants,main_debit,False
2025-07-20T23:58:00,Glovo,-9.55,USD,delivery,main_debit,False
2025-07-21T09:44:00,Starbucks,-4.37,USD,coffee,main_debit,False
2025-07-21T18:09:00,Puzata Hata,-21.85,USD,restaurants,main_debit,False
2025-07-21T19:09:00,Sushi Master,-24.51,USD,restaurants,main_debit,False
2025-07-22T23:27:00,Uber Eats,-18.33,USD,delivery,main_debit,False
2025-07-23T22:23:00,Internet,-15.54,USD,utilities,main_debit,False
2025-07-24T09:37:00,Kyivstar,-10.26,USD,utilities,main_debit,False
2025-07-24T12:06:00,Spotify,-7.88,USD,subscriptions,main_debit,True
2025-07-24T19:48:00,ATB,-16.57,USD,groceries,main_debit,False
2025-07-24T22:07:00,Bolt,-9.14,USD,transport,main_debit,False
2025-07-25T09:00:00,Credit Card Payment,-50,USD,credit_payment,main_debit,True
2025-07-25T18:24:00,ChatGPT Plus,-5.58,USD,subscriptions,main_debit,True
2025-07-25T21:19:00,Rozetka,-44.14,USD,shopping,credit_card,False
2025-07-25T21:48:00,Murakami,-15.67,USD,restaurants,main_debit,False
2025-07-26T08:34:00,Starbucks,-5.07,USD,coffee,main_debit,False
2025-07-26T23:48:00,Uber Eats,-24.44,USD,delivery,main_debit,False
2025-07-27T09:25:00,Blue Bottle,-6.66,USD,coffee,main_debit,False
