date,merchant,amount,currency,category,account,recurring
2025-07-27T21:27:00,ATB,-0.23,USD,groceries,main_debit,False
2025-07-28T07:50:00,Blue Bottle,-2.83,USD,coffee,main_debit,False
2025-07-28T09:05:00,Blue Bottle,-4.68,USD,coffee,main_debit,False
2025-07-28T09:39:00,Blue Bottle,-4.82,USD,coffee,main_debit,False
2025-07-28T22:56:00,Novus,-40.52,USD,groceries,main_debit,False
2025-07-29T08:21:00,Netflix,-10.2,USD,subscriptions,main_debit,True
2025-07-29T09:08:00,Puzata Hata,-25.78,USD,restaurants,main_debit,False
2025-07-29T16:48:00,Spotify,-7.73,USD,subscriptions,main_debit,True
2025-07-29T18:19:00,ATB,-44.76,USD,groceries,main_debit,False
2025-07-29T21:33:00,Internet,-35.63,USD,utilities,main_debit,False
2025-07-30T11:25:00,Uber Eats,-16.27,USD,delivery,main_debit,False
2025-07-30T23:26:00,Bolt Food,-15.25,USD,delivery,main_debit,False
2025-07-31T21:59:00,Bolt Food,-6.51,USD,delivery,main_debit,False
2025-08-01T07:12:00,Blue Bottle,-2.38,USD,coffee,main_debit,False
2025-08-01T08:54:00,Blue Bottle,-2.75,USD,coffee,main_debit,False
2025-08-01T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-08-01T10:37:00,Murakami,-26.58,USD,restaurants,main_debit,False
2025-08-01T23:04:00,Bolt Food,-12.89,USD,delivery,main_debit,False
2025-08-02T11:38:00,ATB,-83.09,USD,groceries,main_debit,False
2025-08-02T14:09:00,Internet,-36.33,USD,utilities,main_debit,False
2025-08-02T22:21:00,Electric Bill,-58.95,USD,utilities,main_debit,False
2025-08-03T07:26:00,Lviv Croissants,-3.37,USD,coffee,main_debit,False
2025-08-03T09:19:00,Cinema City,-17.49,USD,entertainment,main_debit,False
2025-08-04T07:03:00,Lviv Croissants,-4.18,USD,coffee,main_debit,False
2025-08-04T07:29:00,Aroma Kava,-3.67,USD,coffee,main_debit,False
2025-08-04T08:06:00,Lviv Croissants,-4.06,USD,coffee,main_debit,False
2025-08-04T08:13:00,YouTube Premium,-13.82,USD,entertainment,credit_card,False
2025-08-04T08:25:00,Metro Pass,-8.98,USD,transport,main_debit,False
2025-08-04T14:09:00,Spotify,-11.09,USD,subscriptions,main_debit,True
2025-08-05T07:52:00,Blue Bottle,-2.77,USD,coffee,main_debit,False
2025-08-05T08:23:00,Bolt,-7.43,USD,transport,main_debit,False
2025-08-05T08:27:00,Pharmacy,-14.32,USD,health,main_debit,False
2025-08-05T13:45:00,Murakami,-18.97,USD,restaurants,main_debit,False
2025-08-05T16:15:00,Bolt Food,-24.44,USD,delivery,main_debit,False
2025-08-05T20:44:00,Zara,-20.05,USD,shopping,main_debit,False
2025-08-06T08:06:00,Uklon,-5.93,USD,transport,main_debit,False
2025-08-06T09:15:00,ATB,-33.58,USD,groceries,main_debit,False
2025-08-06T09:27:00,Blue Bottle,-2.22,USD,coffee,main_debit,False
2025-08-06T10:13:00,Pharmacy,-16.84,USD,health,main_debit,False
2025-08-06T11:37:00,Novus,-34.57,USD,groceries,main_debit,False
2025-08-06T13:56:00,Spotify,-5.96,USD,entertainment,credit_card,False
2025-08-06T15:04:00,Bolt,-3.82,USD,transport,main_debit,False
2025-08-06T19:04:00,Bolt,-4.64,USD,transport,main_debit,False
2025-08-06T23:36:00,Bolt Food,-13.52,USD,delivery,main_debit,False
2025-08-07T08:09:00,Aroma Kava,-4.95,USD,coffee,main_debit,False
2025-08-07T11:26:00,Uklon,-6.1,USD,transport,main_debit,False
2025-08-08T21:59:00,Bolt Food,-11.09,USD,delivery,main_debit,False
2025-08-09T07:02:00,Lviv Croissants,-4.32,USD,coffee,main_debit,False
2025-08-09T07:10:00,Starbucks,-5.92,USD,coffee,main_debit,False
2025-08-09T20:58:00,Silpo,-39.18,USD,groceries,main_debit,False
2025-08-10T12:06:00,Bolt,-8.55,USD,transport,main_debit,False
2025-08-11T10:56:00,Metro Pass,-6.41,USD,transport,main_debit,False
2025-08-11T13:05:00,Uber Eats,-21.79,USD,delivery,main_debit,False
2025-08-11T17:39:00,Metro Pass,-6.37,USD,transport,main_debit,False
2025-08-12T07:58:00,Lviv Croissants,-3.27,USD,coffee,main_debit,False
2025-08-12T09:40:00,Aroma Kava,-2.61,USD,coffee,main_debit,False
2025-08-12T20:37:00,ATB,-26.6,USD,groceries,main_debit,False
2025-08-12T22:26:00,Water Bill,-15.4,USD,utilities,main_debit,False
2025-08-12T22:53:00,ATB,-16.58,USD,groceries,main_debit,False
2025-08-13T09:22:00,Blue Bottle,-6.88,USD,coffee,main_debit,False
2025-08-13T15:18:00,Glovo,-10.14,USD,delivery,main_debit,False
2025-08-13T16:20:00,YouTube Premium,-8.86,USD,subscriptions,main_debit,True
2025-08-13T18:31:00,Internet,-20.15,USD,utilities,main_debit,False
2025-08-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-08-16T09:27:00,Lviv Croissants,-2.95,USD,coffee,main_debit,False
2025-08-16T12:05:00,Cinema City,-16.96,USD,entertainment,main_debit,False
2025-08-16T14:57:00,Zara,-27.13,USD,shopping,main_debit,False
2025-08-17T21:00:00,ChatGPT Plus,-15.56,USD,subscriptions,main_debit,True
2025-08-18T08:53:00,Rozetka,-28.53,USD,shopping,credit_card,False
2025-08-18T09:35:00,Lviv Croissants,-4.4,USD,coffee,main_debit,False
2025-08-18T12:11:00,Costco,-30.62,USD,groceries,main_debit,False
2025-08-19T09:16:00,Aroma Kava,-1.94,USD,coffee,main_debit,False
2025-08-19T17:37:00,Netflix,-0.99,USD,subscriptions,main_debit,True
2025-08-19T18:48:00,Uber,-8.5,USD,transport,main_debit,False
2025-08-21T08:31:00,Blue Bottle,-3.5,USD,coffee,main_debit,False
2025-08-21T09:15:00,Aroma Kava,-2.73,USD,coffee,main_debit,False
2025-08-21T23:44:00,Uber Eats,-24.32,USD,delivery,main_debit,False
2025-08-22T08:16:00,Lviv Croissants,-2.57,USD,coffee,main_debit,False
2025-08-22T12:19:00,Uber,-9.26,USD,transport,main_debit,False
2025-08-22T13:51:00,H&M,-16.29,USD,shopping,main_debit,False
2025-08-22T21:21:00,Bolt Food,-24.64,USD,delivery,main_debit,False
2025-08-23T08:25:00,Aroma Kava,-3.48,USD,coffee,main_debit,False
2025-08-23T18:10:00,Metro Pass,-12.64,USD,transport,main_debit,False
2025-08-25T09:54:00,Pizza Celentano,-52.31,USD,restaurants,main_debit,False
2025-08-25T11:36:00,Costco,-24.28,USD,groceries,main_debit,False
2025-08-26T07:05:00,Starbucks,-4.33,USD,coffee,main_debit,False
2025-08-26T09:00:00,Credit Card Payment,-50,USD,credit_payment,main_debit,True
2025-08-26T19:44:00,Novus,-16.68,USD,groceries,main_debit,False
2025-08-26T23:52:00,Glovo,-15.11,USD,delivery,main_debit,False
2025-08-27T09:44:00,Aroma Kava,-3.16,USD,coffee,main_debit,False
2025-08-27T20:56:00,Costco,-41.24,USD,groceries,main_debit,False
2025-08-28T23:20:00,Uber Eats,-10.74,USD,delivery,main_debit,False
2025-08-29T09:30:00,Aroma Kava,-4.95,USD,coffee,main_debit,False
2025-08-30T09:24:00,iCloud,-19.1,USD,subscriptions,main_debit,True
2025-08-30T19:44:00,Novus,-63.46,USD,groceries,main_debit,False
2025-08-30T21:20:00,Puzata Hata,-87.09,USD,restaurants,main_debit,False
2025-08-31T10:36:00,ATB,-37.58,USD,groceries,main_debit,False
2025-08-31T21:59:00,H&M,-34.39,USD,shopping,main_debit,False
2025-09-01T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-09-02T19:07:00,Metro Pass,-4.28,USD,transport,main_debit,False
2025-09-02T21:40:00,Puzata Hata,-36.4,USD,restaurants,main_debit,False
2025-09-02T21:54:00,Murakami,-23.26,USD,restaurants,main_debit,False
2025-09-03T22:29:00,Uber Eats,-15.11,USD,delivery,main_debit,False
2025-09-04T17:19:00,Glovo,-10.54,USD,delivery,main_debit,False
2025-09-05T16:31:00,Bolt Food,-3.71,USD,delivery,main_debit,False
2025-09-05T16:48:00,ATB,-33.71,USD,groceries,main_debit,False
2025-09-06T07:53:00,Aroma Kava,-4.56,USD,coffee,main_debit,False
2025-09-06T07:54:00,Lviv Croissants,-6.39,USD,coffee,main_debit,False
2025-09-06T08:47:00,Aroma Kava,-9.21,USD,coffee,main_debit,False
2025-09-06T20:22:00,Kyivstar,-40.7,USD,utilities,main_debit,False
2025-09-07T09:33:00,Blue Bottle,-8.64,USD,coffee,main_debit,False
2025-09-07T14:18:00,Cinema City,-11.1,USD,entertainment,credit_card,False
2025-09-08T07:29:00,Aroma Kava,-4.21,USD,coffee,main_debit,False
2025-09-08T08:00:00,Netflix,-11.25,USD,entertainment,main_debit,False
2025-09-09T08:52:00,Blue Bottle,-2.54,USD,coffee,main_debit,False
2025-09-10T07:24:00,Aroma Kava,-3.27,USD,coffee,main_debit,False
2025-09-10T09:30:00,ATB,-24.28,USD,groceries,main_debit,False
2025-09-10T09:50:00,Bolt,-8.73,USD,transport,main_debit,False
2025-09-10T12:58:00,Costco,-45.24,USD,groceries,main_debit,False
2025-09-10T14:42:00,Bolt,-5.93,USD,transport,main_debit,False
2025-09-11T19:45:00,ATB,-41.38,USD,groceries,main_debit,False
2025-09-11T22:17:00,Glovo,-15.29,USD,delivery,main_debit,False
2025-09-12T12:37:00,Pizza Celentano,-19.17,USD,restaurants,main_debit,False
2025-09-13T08:37:00,ATB,-50.46,USD,groceries,main_debit,False
2025-09-13T21:34:00,Glovo,-39.7,USD,delivery,main_debit,False
2025-09-14T08:29:00,Starbucks,-8.87,USD,coffee,main_debit,False
2025-09-14T09:32:00,Bolt,-11.67,USD,transport,main_debit,False
2025-09-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-09-15T12:16:00,Zara,-134.87,USD,shopping,main_debit,False
2025-09-15T14:07:00,Uklon,-8.77,USD,transport,main_debit,False
2025-09-15T21:07:00,Sushi Master,-19.2,USD,restaurants,main_debit,False
2025-09-16T07:41:00,Lviv Croissants,-3.02,USD,coffee,main_debit,False
2025-09-16T09:28:00,Lviv Croissants,-6.26,USD,coffee,main_debit,False
2025-09-16T19:09:00,Uber,-4.2,USD,transport,main_debit,False
2025-09-16T22:12:00,Puzata Hata,-24.43,USD,restaurants,main_debit,False
2025-09-16T22:31:00,Kyivstar,-28.47,USD,utilities,main_debit,False
2025-09-17T07:55:00,Aroma Kava,-2.92,USD,coffee,main_debit,False
2025-09-17T08:40:00,Aroma Kava,-5.82,USD,coffee,main_debit,False
2025-09-17T20:27:00,Uber Eats,-26.98,USD,delivery,main_debit,False
2025-09-19T07:00:00,Starbucks,-2.67,USD,coffee,main_debit,False
2025-09-20T07:16:00,Starbucks,-9.11,USD,coffee,main_debit,False
2025-09-20T18:06:00,Bolt,-5.21,USD,transport,main_debit,False
2025-09-21T07:17:00,Blue Bottle,-6.77,USD,coffee,main_debit,False
2025-09-21T10:07:00,Spotify,-14.28,USD,subscriptions,main_debit,True
2025-09-22T07:15:00,Starbucks,-2.69,USD,coffee,main_debit,False
2025-09-22T13:43:00,ATB,-18.48,USD,groceries,main_debit,False
2025-09-22T16:17:00,Uber,-3.68,USD,transport,main_debit,False
2025-09-22T16:40:00,Costco,-23.13,USD,groceries,main_debit,False
2025-09-23T09:25:00,Lviv Croissants,-5.6,USD,coffee,main_debit,False
2025-09-23T09:41:00,Starbucks,-5.27,USD,coffee,main_debit,False
2025-09-23T18:40:00,Bolt,-3.08,USD,transport,main_debit,False
2025-09-23T19:03:00,Spotify,-6.64,USD,subscriptions,main_debit,True
2025-09-24T08:41:00,Costco,-17.14,USD,groceries,main_debit,False
2025-09-24T12:46:00,ATB,-23.3,USD,groceries,main_debit,False
2025-09-24T16:57:00,Bolt Food,-11.67,USD,delivery,main_debit,False
2025-09-24T22:19:00,Glovo,-12.35,USD,delivery,main_debit,False
2025-09-25T09:00:00,Credit Card Payment,-1098.2999279356545,USD,credit_payment,main_debit,True
2025-09-25T09:56:00,Aroma Kava,-3.41,USD,coffee,main_debit,False
2025-09-25T13:10:00,Bolt Food,-26.99,USD,delivery,main_debit,False
2025-09-25T16:39:00,Bolt,-7.75,USD,transport,main_debit,False
2025-09-25T22:02:00,Pharmacy,-15.52,USD,health,main_debit,False
2025-09-25T23:00:00,Uber Eats,-24.72,USD,delivery,main_debit,False
2025-09-26T08:24:00,Uklon,-8.31,USD,transport,main_debit,False
2025-09-26T22:40:00,Bolt Food,-25.28,USD,delivery,main_debit,False
2025-09-27T07:04:00,Starbucks,-2.92,USD,coffee,main_debit,False
2025-09-27T08:54:00,Amazon,-138.15,USD,shopping,credit_card,False
2025-09-27T15:09:00,Netflix,-25.45,USD,entertainment,main_debit,False
2025-09-28T09:22:00,Starbucks,-5.97,USD,coffee,main_debit,False
2025-09-28T16:19:00,Sushi Master,-57.88,USD,restaurants,main_debit,False
2025-09-28T18:56:00,ATB,-57.89,USD,groceries,main_debit,False
2025-09-28T21:46:00,Electric Bill,-49.51,USD,utilities,main_debit,False
2025-09-29T08:51:00,Costco,-24.27,USD,groceries,main_debit,False
2025-09-29T14:28:00,Kyivstar,-10.36,USD,utilities,main_debit,False
2025-09-30T08:45:00,Lviv Croissants,-5.08,USD,coffee,main_debit,False
2025-09-30T11:44:00,YouTube Premium,-8.39,USD,entertainment,main_debit,False
2025-09-30T18:22:00,Novus,-36.81,USD,groceries,main_debit,False
2025-10-01T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-10-01T15:10:00,iCloud,-7.51,USD,subscriptions,main_debit,True
2025-10-01T15:45:00,Zara,-59.89,USD,shopping,credit_card,False
2025-10-01T16:47:00,Silpo,-37.77,USD,groceries,main_debit,False
2025-10-02T19:54:00,Pharmacy,-13.65,USD,health,main_debit,False
2025-10-02T22:08:00,Glovo,-11.65,USD,delivery,main_debit,False
2025-10-03T08:11:00,Zara,-62.14,USD,shopping,main_debit,False
2025-10-03T08:20:00,Lviv Croissants,-4.18,USD,coffee,main_debit,False
2025-10-03T08:28:00,Blue Bottle,-2.96,USD,coffee,main_debit,False
2025-10-03T08:28:00,Starbucks,-5.94,USD,coffee,main_debit,False
2025-10-03T13:14:00,Uber,-9.25,USD,transport,main_debit,False
2025-10-03T20:47:00,Doctor Visit,-5.66,USD,health,main_debit,False
2025-10-04T07:12:00,Aroma Kava,-2.93,USD,coffee,main_debit,False
2025-10-04T07:35:00,Aroma Kava,-6.08,USD,coffee,main_debit,False
2025-10-04T09:14:00,Aroma Kava,-6.24,USD,coffee,main_debit,False
2025-10-04T09:41:00,Aroma Kava,-9.49,USD,coffee,main_debit,False
2025-10-04T17:38:00,Novus,-76.44,USD,groceries,main_debit,False
2025-10-05T22:58:00,ChatGPT Plus,-18.02,USD,subscriptions,main_debit,True
2025-10-06T10:14:00,Water Bill,-28.91,USD,utilities,main_debit,False
2025-10-07T11:39:00,Pizza Celentano,-26.51,USD,restaurants,main_debit,False
2025-10-07T14:57:00,Electric Bill,-22.02,USD,utilities,main_debit,False
2025-10-09T14:21:00,Novus,-10.06,USD,groceries,main_debit,False
2025-10-10T11:48:00,Metro Pass,-7.51,USD,transport,main_debit,False
2025-10-10T22:41:00,Netflix,-5.92,USD,entertainment,credit_card,False
2025-10-11T07:32:00,Lviv Croissants,-8.58,USD,coffee,main_debit,False
2025-10-11T09:38:00,Blue Bottle,-6.11,USD,coffee,main_debit,False
2025-10-11T09:51:00,Starbucks,-3.82,USD,coffee,main_debit,False
2025-10-11T10:33:00,Bolt,-8.03,USD,transport,main_debit,False
2025-10-11T22:35:00,Murakami,-24.31,USD,restaurants,main_debit,False
2025-10-12T07:54:00,Blue Bottle,-8.17,USD,coffee,main_debit,False
2025-10-12T09:18:00,Doctor Visit,-23.8,USD,health,main_debit,False
2025-10-13T17:43:00,Bolt Food,-10.25,USD,delivery,main_debit,False
2025-10-13T22:50:00,Bolt,-4.59,USD,transport,main_debit,False
2025-10-14T18:52:00,H&M,-31.8,USD,shopping,main_debit,False
2025-10-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-10-15T13:04:00,Glovo,-19.62,USD,delivery,main_debit,False
2025-10-17T22:24:00,Costco,-39.25,USD,groceries,main_debit,False
2025-10-18T08:52:00,Lviv Croissants,-7.79,USD,coffee,main_debit,False
2025-10-18T09:06:00,Aroma Kava,-8.18,USD,coffee,main_debit,False
2025-10-18T14:12:00,Bolt Food,-17.53,USD,delivery,main_debit,False
2025-10-18T17:42:00,Sushi Master,-37.59,USD,restaurants,main_debit,False
2025-10-18T18:00:00,Bolt,-10.43,USD,transport,main_debit,False
2025-10-18T21:37:00,Costco,-98.64,USD,groceries,main_debit,False
2025-10-19T22:16:00,Rozetka,-91.12,USD,shopping,main_debit,False
2025-10-19T23:59:00,Glovo,-51.94,USD,delivery,main_debit,False
2025-10-20T18:58:00,Uber Eats,-9.68,USD,delivery,main_debit,False
2025-10-20T22:44:00,ATB,-47.84,USD,groceries,main_debit,False
2025-10-21T09:13:00,Spotify,-13.93,USD,entertainment,main_debit,False
2025-10-21T09:29:00,Starbucks,-3.81,USD,coffee,main_debit,False
2025-10-21T13:00:00,iCloud,-5.64,USD,subscriptions,main_debit,True
2025-10-21T14:27:00,Rozetka,-15.57,USD,shopping,credit_card,False
2025-10-22T13:21:00,Uklon,-7.21,USD,transport,main_debit,False
2025-10-22T13:28:00,Uber,-6.93,USD,transport,main_debit,False
2025-10-22T13:58:00,Murakami,-33.33,USD,restaurants,main_debit,False
2025-10-22T19:57:00,Pizza Celentano,-11.29,USD,restaurants,main_debit,False
2025-10-23T09:23:00,Blue Bottle,-4.75,USD,coffee,main_debit,False
2025-10-23T09:48:00,Pizza Celentano,-32.29,USD,restaurants,main_debit,False
2025-10-23T17:11:00,ATB,-44.97,USD,groceries,main_debit,False
2025-10-23T18:11:00,Pizza Celentano,-24.34,USD,restaurants,main_debit,False
2025-10-23T22:48:00,Uber Eats,-11.52,USD,delivery,main_debit,False
2025-10-24T19:57:00,Water Bill,-23.28,USD,utilities,main_debit,False
2025-10-24T21:15:00,Uber Eats,-9.45,USD,delivery,main_debit,False
2025-10-25T09:00:00,Credit Card Payment,-50,USD,credit_payment,main_debit,True
2025-10-25T16:06:00,Uber Eats,-22.72,USD,delivery,main_debit,False
2025-10-25T20:32:00,Netflix,-20.02,USD,entertainment,main_debit,False
2025-10-26T14:34:00,Metro Pass,-5.35,USD,transport,main_debit,False
2025-10-26T16:18:00,ChatGPT Plus,-13.71,USD,subscriptions,main_debit,True
2025-10-26T23:03:00,Bolt Food,-27.75,USD,delivery,main_debit,False
2025-10-27T07:50:00,Starbucks,-4.85,USD,coffee,main_debit,False
2025-10-27T09:47:00,Blue Bottle,-4.54,USD,coffee,main_debit,False
2025-10-28T08:55:00,Lviv Croissants,-5.59,USD,coffee,main_debit,False
2025-10-28T21:55:00,Glovo,-7.69,USD,delivery,main_debit,False
2025-10-29T07:31:00,Lviv Croissants,-5.68,USD,coffee,main_debit,False
2025-10-29T09:35:00,Lviv Croissants,-4.57,USD,coffee,main_debit,False
2025-10-29T18:39:00,Uber,-5.54,USD,transport,main_debit,False
2025-10-30T07:32:00,Blue Bottle,-2.09,USD,coffee,main_debit,False
2025-10-30T08:13:00,Blue Bottle,-2.83,USD,coffee,main_debit,False
2025-10-30T16:49:00,ATB,-55.23,USD,groceries,main_debit,False
2025-10-31T08:43:00,Uklon,-8.3,USD,transport,main_debit,False
2025-10-31T09:10:00,Netflix,-11.47,USD,entertainment,main_debit,False
2025-10-31T09:19:00,Electric Bill,-10.72,USD,utilities,main_debit,False
2025-10-31T13:07:00,Bolt Food,-17.44,USD,delivery,main_debit,False
2025-10-31T16:08:00,Costco,-25.1,USD,groceries,main_debit,False
2025-10-31T23:16:00,Glovo,-18.31,USD,delivery,main_debit,False
2025-11-01T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-11-01T20:43:00,Metro Pass,-7.98,USD,transport,main_debit,False
2025-11-04T23:43:00,Bolt Food,-16.59,USD,delivery,main_debit,False
2025-11-05T08:32:00,Aroma Kava,-6.1,USD,coffee,main_debit,False
2025-11-05T19:46:00,Costco,-55.86,USD,groceries,main_debit,False
2025-11-05T21:33:00,Bolt Food,-18.86,USD,delivery,main_debit,False
2025-11-06T09:17:00,Internet,-30.7,USD,utilities,main_debit,False
2025-11-06T11:04:00,Pizza Celentano,-26.43,USD,restaurants,main_debit,False
2025-11-06T13:35:00,YouTube Premium,-8.9,USD,entertainment,main_debit,False
2025-11-06T14:40:00,Zara,-45.11,USD,shopping,credit_card,False
2025-11-06T22:59:00,Bolt Food,-14.02,USD,delivery,main_debit,False
2025-11-07T21:42:00,iCloud,-13.69,USD,subscriptions,main_debit,True
2025-11-08T09:46:00,Starbucks,-8.07,USD,coffee,main_debit,False
2025-11-08T09:47:00,Blue Bottle,-10.51,USD,coffee,main_debit,False
2025-11-08T13:14:00,Silpo,-37.73,USD,groceries,main_debit,False
2025-11-09T07:43:00,Starbucks,-6.86,USD,coffee,main_debit,False
2025-11-09T19:47:00,Bolt,-13.7,USD,transport,main_debit,False
2025-11-10T11:02:00,iCloud,-13.95,USD,subscriptions,main_debit,True
2025-11-10T17:22:00,Cinema City,-17.02,USD,entertainment,main_debit,False
2025-11-10T17:56:00,Metro Pass,-8.24,USD,transport,main_debit,False
2025-11-11T08:28:00,Starbucks,-5.66,USD,coffee,main_debit,False
2025-11-12T08:14:00,Costco,-47.63,USD,groceries,main_debit,False
2025-11-12T18:25:00,Internet,-22.48,USD,utilities,main_debit,False
2025-11-12T21:55:00,Pizza Celentano,-33.08,USD,restaurants,main_debit,False
2025-11-13T08:32:00,Aroma Kava,-0.66,USD,coffee,main_debit,False
2025-11-13T15:58:00,Costco,-40.46,USD,groceries,main_debit,False
2025-11-13T18:13:00,Uklon,-0.25,USD,transport,main_debit,False
2025-11-13T18:24:00,Novus,-28.47,USD,groceries,main_debit,False
2025-11-14T07:00:00,Starbucks,-6.24,USD,coffee,main_debit,False
2025-11-14T10:16:00,Metro Pass,-8.9,USD,transport,main_debit,False
2025-11-15T10:00:00,Employer Inc,2250.0,USD,salary,main_debit,True
2025-11-15T10:06:00,Rozetka,-142.29,USD,shopping,credit_card,False
2025-11-15T18:10:00,Glovo,-18.34,USD,delivery,main_debit,False
2025-11-16T07:41:00,Aroma Kava,-5.23,USD,coffee,main_debit,False
2025-11-16T22:38:00,Puzata Hata,-85.9,USD,restaurants,main_debit,False
2025-11-17T14:23:00,Bolt,-9.96,USD,transport,main_debit,False
2025-11-17T22:08:00,Sushi Master,-38.37,USD,restaurants,main_debit,False
2025-11-18T08:34:00,Blue Bottle,-5.03,USD,coffee,main_debit,False
2025-11-19T09:23:00,Starbucks,-5.88,USD,coffee,main_debit,False
2025-11-19T11:33:00,Kyivstar,-30.21,USD,utilities,main_debit,False
2025-11-19T16:07:00,Bolt,-7.39,USD,transport,main_debit,False
2025-11-19T20:47:00,Bolt,-7.33,USD,transport,main_debit,False
2025-11-19T23:02:00,Uber Eats,-15.78,USD,delivery,main_debit,False
2025-11-20T09:19:00,Lviv Croissants,-5.89,USD,coffee,main_debit,False
2025-11-20T14:05:00,Pharmacy,-44.15,USD,health,main_debit,False
2025-11-20T18:33:00,YouTube Premium,-5.35,USD,subscriptions,main_debit,True
2025-11-20T20:56:00,Uber Eats,-16.63,USD,delivery,main_debit,False
2025-11-20T22:24:00,Glovo,-15.62,USD,delivery,main_debit,False
2025-11-21T07:23:00,Blue Bottle,-2.61,USD,coffee,main_debit,False
2025-11-21T15:28:00,Netflix,-8.16,USD,subscriptions,main_debit,True
2025-11-21T21:08:00,Uber Eats,-9.41,USD,delivery,main_debit,False
2025-11-22T11:26:00,Cinema City,-19.84,USD,entertainment,main_debit,False
2025-11-22T22:50:00,Novus,-59.95,USD,groceries,main_debit,False
2025-11-23T08:49:00,Spotify,-8.36,USD,subscriptions,main_debit,True
2025-11-23T11:51:00,Metro Pass,-11.82,USD,transport,main_debit,False
2025-11-23T18:53:00,Novus,-104.52,USD,groceries,main_debit,False
2025-11-24T07:57:00,Aroma Kava,-5.34,USD,coffee,main_debit,False
2025-11-24T19:04:00,Kyivstar,-21.22,USD,utilities,main_debit,False
2025-11-24T21:05:00,Glovo,-13.1,USD,delivery,main_debit,False
2025-11-25T09:13:00,Aroma Kava,-2.74,USD,coffee,main_debit,False
2025-11-25T11:58:00,Bolt,-4.22,USD,transport,main_debit,False
2025-11-26T09:00:00,Credit Card Payment,-50,USD,credit_payment,main_debit,True
2025-11-26T13:51:00,Zara,-94.94,USD,shopping,main_debit,False
2025-11-26T20:24:00,Uklon,-9.79,USD,transport,main_debit,False
2025-11-27T08:54:00,Lviv Croissants,-2.47,USD,coffee,main_debit,False
2025-11-27T09:37:00,Blue Bottle,-3.62,USD,coffee,main_debit,False
2025-11-27T13:32:00,Bolt Food,-16.83,USD,delivery,main_debit,False
2025-11-27T17:50:00,Uber Eats,-8.78,USD,delivery,main_debit,False
2025-11-27T19:16:00,ATB,-49.57,USD,groceries,main_debit,False
2025-11-28T09:40:00,Aroma Kava,-4.3,USD,coffee,main_debit,False
2025-11-28T16:27:00,YouTube Premium,-7.73,USD,entertainment,main_debit,False
2025-11-29T08:22:00,Starbucks,-6.82,USD,coffee,main_debit,False
2025-11-29T08:46:00,Aroma Kava,-3.94,USD,coffee,main_debit,False
2025-11-29T18:20:00,Silpo,-38.29,USD,groceries,main_debit,False
